timestamp,carbon_intensity,water_intensity
0,306.61945494048035,0.9389602120167141
3600,309.2205625699707,0.9430645685511309
7200,311.3536455976364,0.9520158555085851
10800,307.2075241563399,0.9659030725877771
14400,295.8633703506637,1.058405862918908
18000,278.42810144926267,1.1542931472662372
21600,257.925659945201,1.0241035811523629
25200,238.0521979936989,0.7980200044960335
28800,226.33987005897265,0.6918195244116642
32400,220.9757359467524,0.6611852155323507
36000,220.1578677863372,0.6558710015279375
39600,220.93808046841264,0.6510254324803904
43200,224.91330401754453,0.6683114807138777
46800,234.07464986297512,0.7046786914991338
50400,249.46212423569105,0.7632296456406263
54000,270.6394884562612,0.8843643544572178
57600,294.5352808338451,1.2419567811680627
61200,311.321611847479,1.730821779647578
64800,315.70453265305497,1.8268931555486583
68400,311.26772167587404,1.5899396315453282
72000,305.18124849098166,1.2214771034578027
75600,302.43349715977007,1.0403779696065285
79200,303.7366427076632,0.9626916030033766
82800,301.9937917833793,0.9297976984248145
86400,301.37410338962064,0.9225211976313402
90000,300.97728625700506,0.9233321107549949
93600,299.31307762196553,0.9220195608293569
97200,294.37747001373305,0.9248089892539597
100800,283.5501103824463,1.0020692077212008
104400,267.03391159842414,1.1133691539456376
108000,245.5692598630088,0.9828119829993619
111600,226.9518147378974,0.7824466431313599
115200,215.3347956272402,0.6617770310764552
118800,210.807306231014,0.6285108510199815
122400,207.7302909881812,0.6141715648666836
126000,207.70753341104876,0.6125856276415828
129600,211.12483071947364,0.6270404256675507
133200,219.50052873563868,0.6580394691965935
136800,233.94633271059593,0.7122669907624957
140400,254.15972641821187,0.8476524490840013
144000,276.5227762833263,1.1602258678133162
147600,290.70728159384015,1.6476942438177116
151200,295.8566577810791,1.7564431131604608
154800,293.00347811071316,1.5341971049903436
158400,286.62759010649347,1.1742150230488086
162000,286.42793011365643,0.98539414224751
165600,290.8905645920038,0.9060265352199458
169200,293.8240320557698,0.9025362985475294
172800,294.1711702129456,0.9032977880339561
176400,295.97652374090563,0.9111667881121731
180000,295.33359568867075,0.9084367051247316
183600,288.98495150068374,0.9072209362185105
187200,280.03590856625067,1.017191984931115
190800,266.0817657151374,1.1389941906017669
194400,247.02574869796695,0.9393770742893892
198000,228.61279009485187,0.7648069784538357
201600,215.2551158238222,0.6638559022357744
205200,210.30226605137435,0.638378089069764
208800,210.25752846860794,0.6346855130131263
212400,211.87574123045064,0.6358256900176343
216000,214.9409684908098,0.642270609926288
219600,224.72375567550822,0.6743035289685982
223200,238.47792259442053,0.7315470325045075
226800,260.17883881686083,0.8442901908825359
230400,282.99646429421784,1.1910293166479942
234000,295.87322567149613,1.6669972639677504
237600,300.3336187680095,1.8098365038574407
241200,298.7619477340822,1.5652111598442418
244800,294.99244054603633,1.1799588209347143
248400,293.55969222961085,1.0217709436883355
252000,296.96241031372125,0.9357776999614128
255600,299.4494293237658,0.9172873972673589
259200,301.2403100681766,0.919275368829319
262800,302.22690367217706,0.9228013860157805
266400,302.3433550499066,0.9275369519612884
270000,297.59105536172393,0.9518606198327243
273600,286.34078572650145,1.0323063617352102
277200,270.5487322835539,1.1021419419712846
280800,248.70303296803408,0.9465362613507012
284400,231.16052268800797,0.7626778079350386
288000,219.48244721143865,0.6568162139790057
291600,214.30482538318722,0.634569944430483
295200,213.13166178188416,0.6318414998919795
298800,213.15735920481276,0.6279098160325535
302400,216.349493885927,0.642238526068743
306000,224.9361724172435,0.6732951848510664
309600,238.57092707999368,0.7229726625082558
313200,260.2289749565703,0.8824216873905959
316800,281.80377304367926,1.2104668794490985
320400,296.59030656312353,1.6109052612493138
324000,301.8758632091711,1.7695553091788945
327600,301.0423188781413,1.5462170658026835
331200,294.1000870652465,1.188126401803037
334800,290.6843852868331,1.00199513879519
338400,292.03250305343255,0.9066124404280096
342000,293.75447674814365,0.8971753347317774
345600,295.21728643547834,0.9019252296061165
349200,295.7378935464446,0.9019767207874865
352800,296.2819879601141,0.9084529403680821
356400,292.47768823427776,0.9295208185983022
360000,281.3839207605831,1.0480888931074672
363600,264.37929597148485,1.0864240958033518
367200,244.8797331981897,0.9267596654541735
370800,225.89768208395708,0.7459447956964698
374400,215.40309859162335,0.6554669021622707
378000,210.81734970785502,0.6302412299348285
381600,208.797236464747,0.6226509283670154
385200,209.19261703309562,0.6207502868082811
388800,212.78789937693077,0.6330421210815452
392400,221.20455706457065,0.6727040380919096
396000,237.29415876922496,0.7260561095290371
399600,258.3826402309207,0.8612814022276588
403200,278.13689066304687,1.1835944921978168
406800,290.1621930165156,1.6188891309557016
410400,294.6209513714571,1.7252124163265747
414000,292.521934130499,1.5201131403297736
417600,285.8734599866163,1.1755931049939534
421200,282.3186814946176,1.0120845252864932
424800,284.0212072374173,0.9618251130316663
428400,284.6261726585118,0.9234249146161798
432000,286.78796869454413,0.8964486986737693
435600,289.19490481647193,0.8914694714991839
439200,290.38924820273536,0.909056452791159
442800,288.60386935262295,0.9325975187130582
446400,278.5053799200251,0.9636184432580128
450000,261.45615171572507,0.9734215597795695
453600,238.57243167420816,0.8679937593370307
457200,221.32387081264574,0.7602876688562435
460800,210.88263990440387,0.6796793852954356
464400,205.59370333222304,0.6279004327821749
468000,203.74754925724105,0.6240578464689303
471600,204.1492273686913,0.6210889395389424
475200,208.10216779518805,0.6250739723058462
478800,217.15954949801707,0.658537557669104
482400,230.8868381296796,0.723042535607437
486000,251.29577555575182,0.9181780962819452
489600,274.2043139155366,1.3334570732383881
493200,290.94155277133336,1.776527712438072
496800,296.80705748398213,1.8958428933610258
500400,293.22557660397115,1.696040759876154
504000,289.35317593101064,1.3424312812316819
507600,288.76549604071397,1.0822125424109048
511200,291.61841887067175,0.988407274993492
514800,294.6633991757557,0.9357118633123184
518400,297.235930471719,0.9245320096385888
522000,297.0917001142177,0.9231346732562238
525600,295.9368229724651,0.9313660610594113
529200,291.7654708166496,0.9637123465261213
532800,281.1864770974627,0.975972554581868
536400,260.5697924027958,0.9125197626074876
540000,237.63866023881175,0.8122996437375871
543600,219.89383391749058,0.691512593196059
547200,210.42839925351032,0.631546760112096
550800,203.14672411536563,0.6058305544752028
554400,200.8351503794788,0.5935752499942218
558000,204.4268373715994,0.6028535698473309
561600,206.42682869432437,0.6129765564122825
565200,215.15693417519103,0.6399854111403632
568800,226.54257257159693,0.6937823621489736
572400,246.7550678767209,0.8248802984880049
576000,272.2423187391158,1.218927454800312
579600,287.5813377389375,1.6961973948033162
583200,293.67585494391733,1.8613024087038266
586800,293.0837509663707,1.716011015833636
590400,294.5666799899893,1.3450616272320648
594000,298.99195434466776,1.0452350813164426
597600,297.59576319602184,0.9526885046909169
601200,302.78874017054346,0.9362780394143523
