timestamp,carbon_intensity,water_intensity
0,16.09247076877628,2.009517941505524
3600,15.800864362496185,1.9383940113612617
7200,15.73996066115877,1.926441427693944
10800,16.210595330880164,1.968793880465112
14400,17.697140107562547,2.0955918786081433
18000,19.17816289524698,2.251818647226457
21600,19.889957621243873,2.283967492147314
25200,19.591023526988867,2.0943679206938497
28800,18.380094954434018,1.8126860642606406
32400,17.594218553361202,1.6471929515025654
36000,17.148225282671106,1.5606164062517778
39600,16.975465008895586,1.514180873017892
43200,17.038010441219672,1.5058855322273876
46800,17.202470308942903,1.5250967475067652
50400,17.446317140002602,1.6025866207952282
54000,18.453823277257296,1.7358941300744755
57600,20.594947701576604,2.020520124621459
61200,23.557028521331787,2.4663701939660565
64800,24.808256221841955,2.685027967442745
68400,24.416379770714187,2.625333842405595
72000,23.955772929161572,2.6022884263382924
75600,23.173739996464807,2.4899780688729085
79200,20.910730466297235,2.3019342687427176
82800,19.52325801080247,2.1286295265469923
86400,18.695783886695676,2.0489125200907075
90000,18.221607760383183,1.9964953571555435
93600,18.112878393820665,1.9884464731937275
97200,18.29219264209675,2.0016744254594236
100800,19.63501383569174,2.0996626982396935
104400,21.37853139059676,2.281913169459536
108000,21.93474474735184,2.280411599187705
111600,21.54003576329316,2.0858462780795377
115200,20.363043007771918,1.8118944571807452
118800,19.431893899069916,1.6655374010361859
122400,19.06326197005334,1.602465575074761
126000,18.812528565810144,1.570687023046937
129600,18.84830799675905,1.5658967021804981
133200,18.915648671765762,1.5886879980866826
136800,19.230018378013963,1.63879436876074
140400,20.206045061881145,1.7747964524847442
144000,22.336163759887413,2.066711879899224
147600,25.15840468897967,2.5504810928486785
151200,26.164473918212867,2.723981775320057
154800,26.058829854864644,2.675183501308252
158400,25.78983131594656,2.645101661814372
162000,25.14364116981032,2.5662219069145644
165600,23.56093829576012,2.3706312898728545
169200,21.357386946955426,2.1975394386697515
172800,20.443072428232767,2.1059717578319064
176400,19.687891248973006,2.0311856469780882
180000,19.324639406885044,2.0078489637889287
183600,19.59593740480629,2.0269192831575853
187200,21.243574042866445,2.1821936394739816
190800,22.777382590363118,2.333592330435126
194400,23.49151124900546,2.3328919074228733
198000,22.69056687007233,2.1035925289444104
201600,21.524354174338868,1.8557981086187503
205200,20.583800227736337,1.7171626772400936
208800,19.911809321285222,1.6511608947783245
212400,19.42751841768256,1.6017791994407542
216000,19.24813525966948,1.5936273235923313
219600,19.26659456556394,1.610982338458567
223200,19.517636137232646,1.6678072014708043
226800,20.658947382509954,1.812320353180714
230400,22.762002929406766,2.084396708129556
