start_time,end_time,carbon_emitted,water_consumed
2025-01-01 00:00:00+00:00,2025-01-01 01:00:00+00:00,1302027889.2857144,182700707.78142858
2025-01-01 01:00:00+00:00,2025-01-01 02:00:00+00:00,1206630121.4285715,170255238.38928574
2025-01-01 02:00:00+00:00,2025-01-01 03:00:00+00:00,1191458432.142857,164964856.33357143
2025-01-01 03:00:00+00:00,2025-01-01 04:00:00+00:00,1234238010.7142856,162689263.72928572
2025-01-01 04:00:00+00:00,2025-01-01 05:00:00+00:00,1330960421.4285715,162341214.44000003
2025-01-01 05:00:00+00:00,2025-01-01 06:00:00+00:00,1541551162.5,167460172.51357144
2025-01-01 06:00:00+00:00,2025-01-01 07:00:00+00:00,2003281100.0,182507052.66357142
2025-01-01 07:00:00+00:00,2025-01-01 08:00:00+00:00,2310500485.714286,198366888.32357144
2025-01-01 08:00:00+00:00,2025-01-01 09:00:00+00:00,2470429332.142857,206882234.0557143
2025-01-01 09:00:00+00:00,2025-01-01 10:00:00+00:00,2546740005.357143,209859553.115
2025-01-01 10:00:00+00:00,2025-01-01 11:00:00+00:00,2548708598.214286,206015683.22214288
2025-01-01 11:00:00+00:00,2025-01-01 12:00:00+00:00,2561660907.142857,202914642.17714286
2025-01-01 12:00:00+00:00,2025-01-01 13:00:00+00:00,2564720089.285714,200686850.2692857
2025-01-01 13:00:00+00:00,2025-01-01 14:00:00+00:00,2580553210.714286,192915291.90428573
2025-01-01 14:00:00+00:00,2025-01-01 15:00:00+00:00,2542407975.0,188038336.40928572
2025-01-01 15:00:00+00:00,2025-01-01 16:00:00+00:00,2486547033.928571,183792700.54142857
2025-01-01 16:00:00+00:00,2025-01-01 17:00:00+00:00,2496004360.714286,183170875.07785717
2025-01-01 17:00:00+00:00,2025-01-01 18:00:00+00:00,2512259323.214286,189370091.21714285
2025-01-01 18:00:00+00:00,2025-01-01 19:00:00+00:00,2563642607.142857,204514004.26142856
2025-01-01 19:00:00+00:00,2025-01-01 20:00:00+00:00,2617208342.857143,217181334.79571432
