timestamp,carbon_intensity,water_intensity
0,383.53501316349235,1.7307758735102368
3600,386.6027581620689,1.7383894970533191
7200,394.88002709723855,1.7435698637988943
10800,408.1339175699549,1.7289258227237128
14400,406.05760258694994,1.6667995161687055
18000,387.6092785581487,1.5557263491789683
21600,365.2979722300666,1.442300130742729
25200,340.4520224335058,1.3262522995214285
28800,314.6422746738762,1.2305299409760175
32400,295.72115581832287,1.1672043310931353
36000,285.16227662879487,1.1309599154231693
39600,280.89677340256685,1.1211627745320205
43200,282.1250004157265,1.1363284193924577
46800,291.5597303622023,1.1744182975078306
50400,312.0474467060583,1.2499067353593107
54000,347.2152472391366,1.3633559825840977
57600,385.097502204967,1.4885958860489645
61200,410.24899558531774,1.5885785065714126
64800,423.1067946375629,1.6446908544071617
68400,428.78842130455246,1.6586351943122333
72000,429.388642153102,1.6620189776964691
75600,426.1099972768109,1.6737962762956555
79200,419.20653690072703,1.6928118228883213
82800,413.11452507026223,1.6998297485330802
86400,412.61122036189676,1.7113879399108027
90000,414.8780518539336,1.719562586534066
93600,419.9965246952351,1.7226854044406645
97200,430.71321552278056,1.708994236041009
100800,428.99946450166084,1.6554372435105398
104400,406.71597760319986,1.5440537418349698
108000,382.005559351943,1.4281389416350647
111600,357.26031013529956,1.325939118232838
115200,331.51506062062737,1.2399763284536043
118800,311.99319714903504,1.1798324154936795
122400,301.714001057051,1.1472436695891124
126000,297.51201702135063,1.1388722549464485
129600,299.20993702287876,1.1512236560217113
133200,307.8530154609288,1.1881896011215283
136800,326.910173478543,1.25480454047971
140400,359.90091500288696,1.3594137434235587
144000,397.2992434555123,1.4762662418574393
147600,421.46781914451077,1.5770544185648612
151200,433.3234925341084,1.6345916654183723
154800,440.7494910781251,1.6598877821841962
158400,442.3275061644013,1.6714382674909523
162000,440.2575275628951,1.6881675026807441
165600,432.9740454077293,1.708352987316834
169200,429.3009954416912,1.71631272554321
172800,427.5379304848212,1.726060866786664
176400,428.7576224551043,1.736867139661278
180000,433.14462613776266,1.7444925381357628
183600,442.89765853237077,1.7343514718226962
187200,439.77038476978265,1.6785210916825044
190800,418.3323226591952,1.5723721171067582
194400,392.12557082440344,1.4545581613391732
198000,365.7763217164855,1.350219589259152
201600,338.29165626881434,1.2597763583749877
205200,317.7681864996581,1.1954157478822423
208800,306.4850005635728,1.1632599142097737
212400,302.0370949450772,1.1548501327795402
216000,303.570962545538,1.1680010382871302
