timestamp,carbon_intensity,water_intensity
0,317.6901903704074,0.9533713463415142
3600,320.4689974918911,0.9599242119634525
7200,325.0035223948273,0.9730718277931198
10800,328.5650529803712,0.9868145032046457
14400,328.6070164440359,1.0097664576666487
18000,328.55983791143814,1.053776096261018
21600,323.27296289704236,1.061705785671798
25200,315.3683814849858,1.0124510018391062
28800,307.7758059101443,0.9675349389834591
32400,303.6318761943244,0.9798931211475458
36000,301.03366476093964,0.9953667791935144
39600,300.3552596975373,1.0018239043401755
43200,302.54720507795514,0.9487271517699299
46800,307.2231120824937,0.9498837632870203
50400,314.2755782544449,0.9791277342340096
54000,325.2991174138675,1.0530034190008521
57600,336.31509266251936,1.1972725931418156
61200,342.9239535841725,1.4178736824628941
64800,343.6548228941046,1.458402646027802
68400,340.5065253681662,1.322999586072515
72000,334.7748019771832,1.1115180561046907
75600,332.04992253352043,1.0323685755095207
79200,332.31637972401745,1.0040182130490516
82800,332.6406036044361,0.99145312650956
86400,333.6639109670536,0.9930000914748
90000,334.3852747249315,0.9949136445766197
93600,334.88257504808297,0.9964036041798099
97200,334.1146212622393,0.9987258464099383
100800,331.62641067955377,1.0155229900483542
104400,330.9248008625031,1.042281599762769
108000,324.603007154129,1.0370613588275874
111600,315.4420274672071,1.0088779935332808
115200,308.64888516658806,0.9706520808402929
118800,305.5491287123708,0.9894857183330541
122400,303.0095318997364,1.008020134480823
126000,302.6096159577813,1.0105630945461495
129600,305.12488967930403,0.9612022444098064
133200,309.4397004186595,0.9550493172807879
136800,316.6267568365047,0.9860160249712582
140400,326.99472550685346,1.0571550324437058
144000,338.3065472952656,1.2182174810259787
147600,344.5750711271585,1.4361651923430692
151200,343.8009175527825,1.4723804783417551
154800,340.0242880488225,1.3064587447806
158400,333.8850155144776,1.1245989629551725
162000,330.6666112897609,1.0235804420877015
165600,331.0740592973753,0.9916980063783803
169200,331.42418344444275,0.9866522940329308
172800,333.491155819508,0.9915410129898258
176400,334.6029121658922,0.9949870342437102
