start_time,end_time,carbon_emitted,water_consumed
2025-01-01 00:00:00+00:00,2025-01-01 02:00:00+00:00,1918383400.0,307400733.695
2025-01-01 01:00:00+00:00,2025-01-01 03:00:00+00:00,1379550116.6666667,288851392.09000003
2025-01-01 02:00:00+00:00,2025-01-01 04:00:00+00:00,1932475950.0,282129043.33500004
2025-01-01 03:00:00+00:00,2025-01-01 05:00:00+00:00,1425113579.1666667,281780662.0366667
2025-01-01 04:00:00+00:00,2025-01-01 06:00:00+00:00,2463209500.0,290499555.42
2025-01-01 05:00:00+00:00,2025-01-01 07:00:00+00:00,1815507879.1666667,298932583.3433333
2025-01-01 06:00:00+00:00,2025-01-01 08:00:00+00:00,4395516287.5,344393318.46500003
2025-01-01 07:00:00+00:00,2025-01-01 09:00:00+00:00,2499693475.0,345352551.97833335
2025-01-01 08:00:00+00:00,2025-01-01 10:00:00+00:00,5127083400.0,361649739.81
2025-01-01 09:00:00+00:00,2025-01-01 11:00:00+00:00,2918294735.4166665,373659686.1716667
2025-01-01 10:00:00+00:00,2025-01-01 12:00:00+00:00,5227224525.0,360102336.78499997
2025-01-01 11:00:00+00:00,2025-01-01 13:00:00+00:00,3047345385.4166665,379531191.1366667
2025-01-01 12:00:00+00:00,2025-01-01 14:00:00+00:00,5166311800.0,344130316.53000003
2025-01-01 13:00:00+00:00,2025-01-01 15:00:00+00:00,3009068231.25,370075067.03833336
2025-01-01 14:00:00+00:00,2025-01-01 16:00:00+00:00,4724863962.5,320404005.77500004
2025-01-01 15:00:00+00:00,2025-01-01 17:00:00+00:00,2958566083.3333335,354863863.2625
2025-01-01 16:00:00+00:00,2025-01-01 18:00:00+00:00,4596723687.5,325442699.90999997
2025-01-01 17:00:00+00:00,2025-01-01 19:00:00+00:00,2946381385.4166665,372287202.1483334
2025-01-01 18:00:00+00:00,2025-01-01 20:00:00+00:00,4705522512.5,357911596.18500006
2025-01-01 19:00:00+00:00,2025-01-01 21:00:00+00:00,2838628181.25,387690914.9566667
2025-01-01 20:00:00+00:00,2025-01-01 22:00:00+00:00,4773981425.0,358395169.72
2025-01-01 21:00:00+00:00,2025-01-01 23:00:00+00:00,2705626170.8333335,372251372.21750003
2025-01-01 22:00:00+00:00,2025-01-02 00:00:00+00:00,3892731250.0,337061934.725
2025-01-01 23:00:00+00:00,2025-01-02 01:00:00+00:00,2392132416.6666665,345484784.19250005
2025-01-02 00:00:00+00:00,2025-01-02 02:00:00+00:00,2417424650.0,311917857.13
